prediction	target	loss	dist
o p õ z i s s i	o p õ z i s s i	0.053001705557107925	0
ü ü k a	ü ü k a	0.05397283285856247	0
s i l m ä s s i	s i l m ä s s i	0.05543474853038788	0
k õ r z i s s	k õ r z i s s	0.056259285658597946	0
t š i v e l l	t š i v e l l	0.05950035899877548	0
t ö i z	t ö i z	0.05594294145703316	0
v a r õ h s i j e	v a r õ h s i j e	0.05723520368337631	0
s i l m ä d	s i l m ä	1.1615347862243652	1
l i n t u i l õ	l i n t u i l õ	0.09474383294582367	0
i t š ä ä	i t š ä ä	0.05672153830528259	0
s t a r u h a z	s t a r u h a z	0.05978704243898392	0
v e z i s s	v e z i s s	0.05443034693598747	0
t ö ö s e s s a	t ö ö s e s s a	0.054143961519002914	0
i l o z u i l õ	i l o z u i l õ	0.05544721335172653	0
l u m i s s i	l u m i s s i	0.05810174718499184	0
t ä h d i l l	t ä h d i l l	0.05689627677202225	0
l u i s õ	l u i s e	1.1130712032318115	1
v õ t t i m i i s õ	v õ t t i m i i s õ	0.055017244070768356	0
t š i v e s s i	t š i v e s s i	0.05728014186024666	0
v e e l t	v e e l t	0.057237658649683	0
s i l m ä l t	s i l m ä l t	0.058167409151792526	0
l a h s i j e	l a h s i j e	0.05573352053761482	0
l a m p a a k a	l a m p a a k a	0.05710844323039055	0
j u u s o k a	j u u s o k a	0.05618564784526825	0
j u u s s o n a	j u u s o n a	0.7754802107810974	1
l e i p o i z	l e i p o i z	0.05514838546514511	0
m e h e i s s i	m e h e i s s i	0.0555020235478878	0
n a i z õ l õ s s a	n a i z õ l õ s s a	0.05239269509911537	0
o p õ z õ l t	o p õ z õ l t	0.05468860641121864	0
s e p ä s s	s e p ä s s	0.053028859198093414	0
s i p u l i l õ s s a	s i p u l i l õ s s a	0.0546293668448925	0
a k k u n o i l t	a k k u n o i l t	0.056451715528964996	0
t š e v ä ä s s i	t š e v ä ä s s i	0.056870557367801666	0
ü ü l t	ü ü l t	0.05568808317184448	0
a i g a l t	a i g a l t	0.056723468005657196	0
s e p p i i t	s e p p i i t	0.054466016590595245	0
k u r g õ s s i	k u r g õ s s i	0.05668729543685913	0
ü i z	ü i z	0.054213836789131165	0
k a r u s s i	k a r u s s i	0.058379482477903366	0
s t a r u h a l t	s t a r u h a l t	0.060455936938524246	0
l u m õ s s	l u m õ s s	0.05754458159208298	0
l u p õ i l	l u p õ i l	0.056667108088731766	0
s e p i z	s e p p i z	0.9274796843528748	1
a i g o i k a	a i g o i k a	0.05371680110692978	0
ü ď ď e	ü ď ď e	0.06942535936832428	0
s ü ä m m e z	s ü ä m m e z	0.05502457171678543	0
p ä ä h e e	p ä h ä ä	2.8740880489349365	3
s i p u l i a	s i p u l i i	0.897011399269104	1
i l o z u u l õ	i l o z u u l õ	0.055509451776742935	0
j u u s s o i t	j u u s s o i t	0.05489031970500946	0
t ü t t ä r i z	t ü t t ä r i z	0.05683167278766632	0
s õ s a r i l l e	s õ s a r i l l e	0.05553729459643364	0
t š i v e k a	t š i v e k a	0.058723606169223785	0
s t a r u h a a	s t a r u h a a s õ	0.6166355609893799	2
t š i r j a i m õ a	t š i r j a i t	1.17221999168396	3
k u i l õ s s a	k u i l õ s s a	0.05593748763203621	0
p ä i v ä ä	p ä i v ä ä	0.056681957095861435	0
j u u s s o i k a	j u u s s o i k a	0.05517082288861275	0
v a r õ h s i i z	v a r õ h s i i z	0.05824043229222298	0
j õ t š i j e	j õ t š i j e	0.05630640685558319	0
k õ r v a a	k õ r v a a	0.06111683323979378	0
s e p i l e	s e p i l e	0.05537007376551628	0
e m ä ä	e m ä ä	0.10569766908884048	0
m e h e i s e s s a	m e h e i s e s s a	0.05361497402191162	0
v a r õ z	v a r õ z	0.05824552848935127	0
l e i v ä l t	l e i v ä l t	0.05853227153420448	0
s u õ l l	s u õ l l	0.0569835864007473	0
l i n t u a i s õ s s a	l i n n u l õ s s a	0.7289774417877197	4
a k k u n a n a	a k k u n a n a	0.05702534690499306	0
k õ r v a l õ s s a	k õ r v a s õ s s a	0.6239539980888367	1
j a l g o i l t	j a l g o i l t	0.05639553815126419	0
k õ r r õ õ	k õ r r õ õ	0.05895882099866867	0
v e e n ä	v e e n ä	0.055063892155885696	0
t š i v e a	t š i v e ä	0.7639420628547668	1
t š e v ä ä z	t š e v ä ä z	0.058561719954013824	0
s i l m i s s i	s i l m i s s i	0.05564224720001221	0
i ä l l	i ä l l	0.054798297584056854	0
s õ b r a k a	s õ b r a k a	0.057329487055540085	0
v õ t t i m i l l õ	v õ t t i m i l l õ	0.05596443638205528	0
n a i s õ õ	n a i s õ õ	0.05276681110262871	0
j ä i k a	j ä i k ä	1.1153842210769653	1
s e p ä n ä	s e p p ä n ä	0.8367215394973755	1
e n ď e l e s s a	e n ď e l e s s a	0.05151297524571419	0
k a r u i s s	k a r u i s s	0.05863426625728607	0
i z ä d	i z ä d	0.053578268736600876	0
t š i v e s s	t š i v e s s	0.05738236755132675	0
ü i l	ü i l	0.05251428484916687	0
j õ ď i l t	j õ ď i l t	0.05636366456747055	0
s õ b r õ i s s i	s õ b r õ i s s i	0.0550348274409771	0
k u i s s i	k u i s s i	0.05641629919409752	0
l u p õ i t	l u p õ i t	0.057540349662303925	0
e m ä d	e m ä d	0.05581863969564438	0
a k k u n o i l õ	a k k u n o i l õ	0.05578094720840454	0
m ä t š e a	m ä t š e ä	0.9399680495262146	1
o p õ z õ k a	o p õ z õ k a	0.05349523574113846	0
s t a r u h a l l õ	s t a r u h a l l õ	0.05914638191461563	0
p ä i v ä s e	p ä i v ä s e	0.058810535818338394	0
v õ t t i m õ a	v õ t i i t	2.426504135131836	4
s t a r u h a k a	s t a r u h a k a	0.059324074536561966	0
u h s i z	u h s i z	0.058257874101400375	0
a i k a a	a i k a a	0.05568014457821846	0
t ä h d i l e	t ä h d i l e	0.05656969174742699	0
j a l g a l õ s s a	j a l g a l õ s s a	0.05485771968960762	0
s ü ä m m e e s s a	s ü ä m m e e s s a	0.054367173463106155	0
j ä ä s s	j ä ä s s	0.05386175587773323	0
o p õ z i z	o p õ z i z	0.05405237153172493	0
t š i v i z	t š i v i i z	0.8605579733848572	1
i z ä l e s s a	i z ä l e s s a	0.053203389048576355	0
õ l u i n a	õ l u i n a	0.057068947702646255	0
m e h e e s e	m e h e s e	0.9683305621147156	1
s ü ä m m i j e	s ü ä m m i j e	0.0548851452767849	0
k o i r õ i l t	k o i r õ l t	0.837970495223999	1
j a l g o i n a	j a l g o i n a	0.05460703372955322	0
i l o z u i l t	i l o z u i l t a	0.6689362525939941	1
v e z i l l	v e z i l l	0.05735548585653305	0
s õ s a r õ l l e	s õ s a r õ l l õ	0.6648938059806824	1
v õ t t i m i i s õ s s a	v õ t t i m i i s õ s s a	0.05310184136033058	0
l e i p o i l t	l e i p o i l t	0.05600815266370773	0
t š i r j a i m i i k a	t š i r j a i m i j e k a	0.4482976496219635	2
k õ r v a s s i	k õ r v a s s i	0.05824936181306839	0
t ö ö s s i	t ö ö s s i	0.054471153765916824	0
l e i v ä l e	l e i v ä l e	0.05763494223356247	0
k õ r z i l õ s s a	k õ r z i l õ s s a	0.055427346378564835	0
m a a s s	m a a s s	0.0553581565618515	0
k u r g õ l t	k u r g õ l t	0.059692591428756714	0
s i l m i i t	s i l m i i t	0.056467100977897644	0
t š e v ä ä l t	t š e v ä ä l t	0.05899885669350624	0
l a m p a i n a	l a m p a i n a	0.057721078395843506	0
õ ź ď i z	õ ź ď i z	0.053988803178071976	0
t š e v ä ä t	t š e v ä t t ä	0.600077211856842	2
a m p a a	a m p a a	0.056010156869888306	0
e m ä l e s s a	e m ä l e s s a	0.05493432283401489	0
l i n n u s s	l i n n u s s	0.05442524701356888	0
s e p p ä ä	s e p ä ä	1.087342381477356	1
l u v a l õ	l u v a l õ	0.06102783605456352	0
l a h s i i s õ s s a	l a h s i i s õ s s a	0.05309658870100975	0
l e i v ä ä	l e i v ä ä	0.056821051985025406	0
t ä h d i l t	t ä h d i l t	0.0575413778424263	0
õ ź ź a a	õ ź ź a s õ	0.9330958724021912	2
i z i s s i	i z i s s i	0.05290314182639122	0
l i n t u i t	l i n t u i t	0.05614813417196274	0
k õ r z i l l	k õ r z i l l	0.05876864865422249	0
t š ä s i i t	t š ä s i i t	0.056796230375766754	0
t ü t t ä r i s s i	t ü t t ä r i s s i	0.05582854896783829	0
a m p a i z	a m p a i z	0.057329174131155014	0
v a r õ h s õ n n a	v a r õ h s õ n n a	0.05940215289592743	0
l a h s i s s	l a h s i s s	0.05571064352989197	0
l u i s s	l u i s s	0.05727376416325569	0
l u i l t	l u i l t	0.061244431883096695	0
v õ t t i m õ k a	v õ t t i m õ k a	0.05549254268407822	0
u h s i	u h s i	0.056222181767225266	0
v a r õ h s õ z	v a r õ h s õ z	0.057759933173656464	0
s õ s a r õ k a	s õ s a r õ k a	0.05506516993045807	0
s i p u l i i s s	s i p u l i i s s	0.05479354411363602	0
p ä ä s s i	p ä ä s s i	0.05367475748062134	0
k a r u i s s i	k a r u i s s i	0.058155033737421036	0
v e l l i i s e	v e l l i i s e	0.055753424763679504	0
a m p a i l t	a m p a i l t	0.05818285048007965	0
v õ t t i m õ l l	v õ t t i m õ l l	0.055845607072114944	0
v a r õ h s õ l l õ	v a r õ h s õ l l õ	0.0571456179022789	0
m ä ď i l l	m ä ď i l l	0.05678219348192215	0
ü i l e	ü i l e	0.055299270898103714	0
l a m p a a s s	l a m p a a s s	0.055955901741981506	0
l a m p a ď ď e	l a m p a ď ď e	0.05393460392951965	0
t ü t t ä r i i t	t ü t t ä r i i t	0.05627621337771416	0
v e l l e s s i	v e l l e s s i	0.05471786484122276	0
v õ t t i m i l t	v õ t t i m i l t	0.05728783458471298	0
t š i r j a i m õ	t š i r j a i	0.8378862738609314	2
s õ b r a	s õ b r a	0.05614746734499931	0
k a r u i n a	k a r u i n a	0.06363487988710403	0
p ä i v ä ä	p ä i v ä ä	0.056862764060497284	0
v e l l e n ä	v e l l e n ä	0.05531493201851845	0
u h s õ n a	u h s õ n a	0.056411225348711014	0
l a h s õ õ	l a h s õ õ	0.056058190762996674	0
s ü ä m m e e	s ü ä m m e e	0.05440014973282814	0
õ l u i l õ s s a	õ l u i s õ s s a	0.13992661237716675	1
e m i j e	e m i j e	0.05578978359699249	0
e m i i t	e m i i t	0.05611848458647728	0
e n ď e l l	e n ď e l l	0.052991341799497604	0
p ä i l t	p ä i l t	0.05806290730834007	0
e n ď i l e	e n ď i l e	0.05390634760260582	0
s i l m i l e s s ä	s i l m i i s ä s s a	1.6558113098144531	4
j u u s o l õ	j u u s o l õ	0.05676248297095299	0
k u u l õ s s a	k u u l õ s s a	0.05643676221370697	0
t ü t t ä r e l l e	t ü t t ä r e l l e	0.05544011667370796	0
