prediction	target	loss	dist
s f e x o n e	s f e x o n e	0.06703080236911774	0
b r u s c h é	b r u s c h é	0.06790170073509216	0
ł a v o r ò n	ł a v o r ò n	0.06576656550168991	0
d e s i d a r ì a	d e s i d a r ì a	0.06951955705881119	0
s a r a r ò	s a r a r ò	0.06929706037044525	0
t o c i a v i	t o c i a v i	0.0691290870308876	0
d o r m i s i m o	d o r m i s i m o	0.06861582398414612	0
i n t o s e g h e	i n t o s e g h e	0.06803111732006073	0
v o x a r ì a	v o x a r ì a	0.07002385705709457	0
c a n t a	c a n t a	0.0713534951210022	0
ł i g a r à	ł i g a r à	0.06757927685976028	0
s o s t i t u i m o	s o s t i t u i m o	0.0701560452580452	0
r ì d a r i s i	r ì d a r i s i	0.06676813960075378	0
s l a r g a s e	s l a r g a s e	0.06999117136001587	0
s p i a v a	s p i a v a	0.06931716948747635	0
d a q u a	d a q u a	0.06388312578201294	0
j u s t a r ò	j u s t a r ò	0.06738656759262085	0
i n s ì s t i	i n s ì s t i	0.06634986400604248	0
c r é d i	c r i d i	0.40276038646698	1
d o m a n d a r i s i	d o m a n d a r i s i	0.06896695494651794	0
d a q u e	d a q u e	0.06321587413549423	0
p a r e c i a	p a r e c i a	0.0699135884642601	0
s a j é m o	s a j é m o	0.0669320747256279	0
o b l i g a r é m o	o b l i g a r é m o	0.06835957616567612	0
d e s l i g a r ì s i m o	d e s l i g a r ì s i m o	0.06856006383895874	0
c a s t r a r è	c a s t r a r è	0.07061373442411423	0
ł i m é	ł i m é	0.06448642164468765	0
m a n d a v a	m a n d a v a	0.06893916428089142	0
s b r i s i e	s b r i s i e	0.07073818147182465	0
s b r i s i o	s b r i s i o	0.07071273028850555	0
a v ì	a v ì	0.05873841792345047	0
d e s i d a s e	d e s i d a s e	0.06913929432630539	0
i n v o j a	i n v o j a	0.06740020960569382	0
s t r a n u à v i m o	s t r a n u à v i m o	0.0686306357383728	0
i n t o r c o ł a r è	i n t o r c o ł a r è	0.06937765330076218	0
s v o d a	s v o d a	0.07057583332061768	0
a r a s i	a r a s i	0.07021810859441757	0
b e a r a r à	b e a r a r à	0.07096495479345322	0
d e s g a t e j a r è	d e s g a t e j a r è	0.06808781623840332	0
b e v a r a r i s i	b e v a r a r i s i	0.07033897191286087	0
s o r a r è	s o r a r è	0.07069429010152817	0
p r o d u r è	p r o d u r è	0.06908189505338669	0
s t a n p a s i	s t a n p a s i	0.07091332226991653	0
i n v e r n i x a	i n v e r n i x a	0.06870219856500626	0
t r i n c a r ì a	t r i n c a r ì a	0.0702616423368454	0
f i n ì	f i n ì	0.06341145932674408	0
c i u c i e	c i u c i e	0.0686994269490242	0
c a r g a v a	c a r g a v a	0.06977945566177368	0
o b l i g h e	o b l i g h e	0.06667136400938034	0
b u t a r ì s i m o	b u t a r ì s i m o	0.07068866491317749	0
r a n c u r a r i s i	r a n c u r a r i s i	0.07038489729166031	0
c o n z s a s i	c o n z s a s i	0.0693729966878891	0
b a ł a	b a ł a	0.07087638974189758	0
p e n s a s e	p e n s a s e	0.07040000706911087	0
s u g a v a	s u g a v a	0.06961517781019211	0
i n v i d é	i n v i d é	0.06571788340806961	0
s a r a r é m o	s a r a r é m o	0.06997358053922653	0
d e s c o v è r z a r i s i	d e s c o v è r z a r i s i	0.0667833462357521	0
u n ì a	u n ì a	0.06491981446743011	0
s v e j é	s v e j é	0.06537436693906784	0
b a c a j é m o	b a c a j é m o	0.06746792793273926	0
s c r i v a	s c r i v a	0.06970089673995972	0
s u g a	s u g a	0.07111386954784393	0
m e n é	m e n é	0.0664123073220253	0
n e t a s e	n e t a s e	0.07043003290891647	0
z o n t a s e	z o n t a s e	0.06924157589673996	0
v e r x a r ì a	v e r x a r ì a	0.07031324505805969	0
p a r l e	p a r l e	0.0690126046538353	0
p o n t a r i s i	p o n t a r i s i	0.070104219019413	0
p e x a r ò	p e x a r ò	0.06758631020784378	0
s a r è	s a r è	0.0665808916091919	0
a r e s t à s i m o	a r e s t à s i m o	0.06898193806409836	0
u r t é m o	u r t é m o	0.06918846070766449	0
n o a r ì a	n o a r ì a	0.07047858089208603	0
t a c o n a	t a c o n a	0.07021520286798477	0
f o n d a	f o n d a	0.06929188221693039	0
ł a v o r a v a	ł a v o r a v a	0.06935339421033859	0
a l z s a r	a l z s a r	0.06820078939199448	0
b u t o	b u t o	0.0713711753487587	0
ł i b a r a v a	ł i b a r a v a	0.06977882981300354	0
s b r i s i a r ì s i m o	s b r i s i a r ì s i m o	0.07008833438158035	0
v ì v a r ì a	v ì v a r ì a	0.06606943905353546	0
s f o n d r i	s f o n d r i	0.06941134482622147	0
s p i e g h i	s p i e g h i	0.06714300066232681	0
s f o n d r a r ò	s f o n d r a r ò	0.06903048604726791	0
p a r t ì	p a r t ì	0.06752140074968338	0
l i m i t a r é m o	l i m i t a r é m o	0.06740632653236389	0
a s a l t e	a s a l t e	0.06904197484254837	0
ł i g a r ì a	ł i g a r ì a	0.06895427405834198	0
d a n a	d a n a	0.0697452574968338	0
s c i o c o n e	s c i o c o n e	0.06747493892908096	0
c o n p l e t a r ì a	c o n p l e t a r ì a	0.06951416283845901	0
c r i à s i m o	c r i à s i m o	0.06729283928871155	0
e x a g e r a s i	e x a g e r a s i	0.06911353766918182	0
a s u m a r é m o	a s u m a r é m o	0.0687723159790039	0
c a r o ł a	c a r o ł a	0.07032942771911621	0
c u r a	c u r a	0.07129769027233124	0
ó n x a r è	ó n x a r è	0.0644301250576973	0
p o n t ò n	p o n t ò n	0.06655425578355789	0
c o n c e p i r ì a	c o n c e p i r ì a	0.06842244416475296	0
s g u a r a t a v a	s g u a r a t a v a	0.07086198031902313	0
s t u p a r ì a	s t u p a r ì a	0.07171908020973206	0
a f i t a r à	a f i t a r à	0.0688239336013794	0
v é n d a r è	v é n d a r è	0.06479959189891815	0
t r é	t r é	0.06727904081344604	0
c o s o ł é	c o s o ł é	0.06743863970041275	0
p a r t i s i m o	p a r t i s i m o	0.0697041004896164	0
s a r a r ì a	s a r a r ì a	0.07166337966918945	0
r u m a r i s i	r u m a r i s i	0.06969872117042542	0
a c e t é m o	a c e t é m o	0.06868505477905273	0
o f r ì	o f r ì	0.06506484746932983	0
t a c a v i	t a c a v i	0.0688571110367775	0
f i n i s i	f i n i s i	0.06692724674940109	0
i n v a d a	i n v a d a	0.06788049638271332	0
c a n b i a r i s i	c a n b i a r i s i	0.06947563588619232	0
a s a l t a v a	a s a l t a v a	0.06901467591524124	0
s e r v ì a	s e r v ì a	0.06739017367362976	0
b r a z s a s i	b r a z s a s i	0.07063310593366623	0
t r i n c h é m o	t r i n c h é m o	0.06729848682880402	0
p o s t a	p o s t a	0.0714721754193306	0
d a n a s e	d a n a s e	0.06934873759746552	0
p o n c i é m o	p o n c i é m o	0.06869532912969589	0
d a n a r ì s i m o	d a n a r ì s i m o	0.06887786835432053	0
r i b e l a v a	r i b e l a v a	0.06897392123937607	0
s u g e r ì a	s u g e r ì a	0.06765961647033691	0
f r a c a r ì s i m o	f r a c a r ì s i m o	0.06890226155519485	0
s f r i x i	s f r i x i	0.06828080117702484	0
p r o d u x e	p r o d u x e	0.06740515679121017	0
b u t a	b u t a	0.07286083698272705	0
r e m a r ò	r e m a r ò	0.06803871691226959	0
s o m e j a s e	s o m e j a s e	0.06822841614484787	0
s p o j a	s p o j a	0.06864698976278305	0
c o ł e g a r ì a	c o ł e g a r ì a	0.07006632536649704	0
r i c i a m a	r i c i a m a	0.06872101128101349	0
s p e r e	s p e r e	0.07102712243795395	0
b u s n a v i	b u s n a v i	0.07061319798231125	0
r i v a r ì a	r i v a r ì a	0.06964860111474991	0
m a n t e g n a	m a n t e g n a	0.06988131999969482	0
v a r d o	v a r d o	0.06927939504384995	0
c i a c o ł a	c i a c o ł a	0.06882503628730774	0
s u a r è	s u a r è	0.06952642649412155	0
f i n a n s i é m o	f i n a n s i é m o	0.06781285256147385	0
p e s t a r ò	p e s t a r ò	0.06922327727079391	0
a s u m e	a s u m e	0.06811685860157013	0
b ó j a	b ó j a	0.06350286304950714	0
s t i s a	s t i s a	0.071211077272892	0
n o m i n a v a	n o m i n a v a	0.06892333179712296	0
d e s g a t e j a v i	d e s g a t e j a v i	0.06814446300268173	0
i n v i d a r ì a	i n v i d a r ì a	0.06884001195430756	0
s p r i n g h é m o	s p r i n g h é m o	0.06796073168516159	0
ł u s t r a	ł u s t r a	0.07130558043718338	0
r i b e l a r è	r i b e l a r è	0.06889183819293976	0
b e c a r ì a	b e c a r ì a	0.07117427885532379	0
d e s c o v è r z é s e	d e s c o v è r z é s e	0.065184585750103	0
s v e j a	s v e j a	0.06819207221269608	0
x o n t i	x o n t i	0.06823419779539108	0
r i c o r d a r ò	r i c o r d a r ò	0.06851307302713394	0
s t u a r ì a	s t u a r ì a	0.07201875001192093	0
s b r e g a r ì a	s b r e g a r ì a	0.07199451327323914	0
s c u m i n s i a	s c u m i n s i a	0.06969048082828522	0
ł a v o r a	ł a v o r a	0.07002194970846176	0
c i a p i	c i a p i	0.0677267462015152	0
ç e n t r a ł i z a s e	ç e n t r a ł i z a s e	0.06640516221523285	0
s u p i o n e	s u p i o n e	0.06749460101127625	0
a r a r ò	a r a r ò	0.06795798242092133	0
s o r a n o m e n e	s o r a n o m e n e	0.06975027918815613	0
s u j e r i r ì a	s u j e r i r ì a	0.06794242560863495	0
r o d o ł a r ì a	r o d o ł a r ì a	0.07026045024394989	0
a t e r e	a t e r e	0.07066086679697037	0
s b u x a s i	s b u x a s i	0.07144911587238312	0
s p e t a r ì a	s p e t a r ì a	0.0714479312300682	0
p e n s é m o	p e n s é m o	0.06913819164037704	0
a u g u r a r i s i	a u g u r a r i s i	0.07004307210445404	0
c o n b a t a	c o n b a t a	0.07063235342502594	0
m a n d a v a	m a n d a v a	0.06909163296222687	0
s e n t é s e	s e n t é s e	0.0680491253733635	0
m i t i	m é t i	0.7231441736221313	1
a n b i r à	a n b i r à	0.06823558360338211	0
s a l t é m o	s a l t é m o	0.06832189857959747	0
a b i a	a b i a	0.06270749866962433	0
a t r i b u i s i	a t r i b u i s i	0.06840072572231293	0
c a r o ł é m o	c a r o ł é m o	0.06850143522024155	0
r e a l i s a r é m o	r e a l i s a r é m o	0.0685904398560524	0
d e v e n t a s i	d e v e n t a s i	0.06975673139095306	0
p e x a r ì a	p e x a r ì a	0.07014274597167969	0
p è r d é s e	p è r d é s e	0.0644662156701088	0
t i r i	t i r i	0.06827667355537415	0
a s i s t ì	a s i s t ì	0.06654023379087448	0
c o n p l e t a v a	c o n p l e t a v a	0.06878571212291718	0
b a x a r à	b a x a r à	0.07002273201942444	0
m o ł é	m o ł é	0.06531355530023575	0
e x a g e r o	e x a g e r o	0.06858102977275848	0
t r a r i s i	t r a r i s i	0.07026314735412598	0
g e s t i s a	g e s t i s a	0.06762600690126419	0
i n v e r n i x a	i n v e r n i x a	0.0687067061662674	0
i n v o j a r ì s i m o	i n v o j a r ì s i m o	0.0679105594754219	0
m e n a	m e n a	0.06997708231210709	0
f i n a n s i a s e	f i n a n s i a s e	0.06875307857990265	0
m ó v a	m ó v a	0.06400888413190842	0
s p o n c i a	s p o n c i a	0.07048441469669342	0
d a n a v i	d a n a v i	0.06871742755174637	0
s v o d a s i	s v o d a s i	0.0701211467385292	0
p a r t i s o	p a r t i s o	0.06872178614139557	0
c r é d é m o	c r é d é m o	0.06584253907203674	0
t r e m a	t r e m a	0.07029759883880615	0
p è r d é a	p è r d é a	0.06375831365585327	0
e n t r a v i	e n t r a v i	0.06941328942775726	0
e n t r é	e n t r é	0.0674886628985405	0
d e s i d ò n	d e s i d ò n	0.06508930027484894	0
s p o l i a	s p o l i a	0.06922517716884613	0
d e t t a v a	d e t t a v a	0.07064083218574524	0
v o l t a	v o l t a	0.06893336027860641	0
a m o	a m o	0.06788074970245361	0
c o ł e g a s i	c o ł e g a s i	0.06935623288154602	0
c a m i n a s i	c a m i n a s i	0.06895363330841064	0
s o s t i t u i s e	s o s t i t u i s e	0.06861913204193115	0
c o n b a t ì	c o n b a t ì	0.0677282065153122	0
v o l t a r ì s i m o	v o l t a r ì s i m o	0.06898476928472519	0
r i c o r d a	r i c o r d a	0.06997719407081604	0
m a n c h é	m a n c h é	0.06552530080080032	0
c u n o	c u n o	0.069308802485466	0
s a l v a s e	s a l v a s e	0.06909382343292236	0
c a r o ł a v a	c a r o ł a v a	0.06964541971683502	0
s p e r e	s p e r e	0.0709550753235817	0
b u t a s e	b u t a s e	0.07151726633310318	0
s l ù x a r ì s i m o	s l ù x a r ì s i m o	0.06722190231084824	0
s t r a n u e	s t r a n u e	0.07141973078250885	0
s p e ł a s e	s p e ł a s e	0.07026687264442444	0
t o c a v a	t o c a v a	0.06952909380197525	0
c o n z s a	c o n z s a	0.06958600133657455	0
s c r i v é a	s c r i v é a	0.06714551895856857	0
s f r u t a r i s i	s f r u t a r i s i	0.07059472054243088	0
r i c i a m a r è	r i c i a m a r è	0.06833894550800323	0
b e g h é m o	b e g h é m o	0.06742414832115173	0
p e t a s e	p e t a s e	0.07033206522464752	0
s b i a n s a r ì a	s b i a n s a r ì a	0.07119479775428772	0
v ì n s a r ì a	v ì n s a r ì a	0.06734904646873474	0
p r o d u x é m o	p r o d u x é m o	0.06740624457597733	0
p r o c l a m a r i s i	p r o c l a m a r i s i	0.06867774575948715	0
t a m i x i	t a m i x i	0.06734567880630493	0
c o n p l e t a s e	c o n p l e t a s e	0.06889739632606506	0
m e r i t i	m e r i t i	0.06844625622034073	0
c o s t r u i s e	c o s t r u i s e	0.06972594559192657	0
s p o n c i a v a	s p o n c i a v a	0.06966112554073334	0
s t r a b u c a	s t r a b u c a	0.07136081159114838	0
b r u s t o ł o	b r u s t o ł o	0.07102593034505844	0
b a t i z x a r à	b a t i z x a r à	0.06918240338563919	0
p r o v e	p r o v e	0.06986837834119797	0
m ó v é a	m ó v é a	0.06116010621190071	0
b e v a r é m o	b e v a r é m o	0.06968578696250916	0
m i s i a r	m i s i a r	0.06804043054580688	0
s p r i n g h e	s p r i n g h e	0.06851211190223694	0
m a c h e	m a c h e	0.06601366400718689	0
b e a r a s e	b e a r a s e	0.07119539380073547	0
c u n a r ì a	c u n a r ì a	0.0708598792552948	0
v a n g a v i	v a n g a v i	0.06866936385631561	0
a m e t i v i	a m e t i v i	0.0673619732260704	0
o f r i r é m o	o f r i r é m o	0.06750636547803879	0
s t r a p e g h e	s t r a p e g h e	0.0690726712346077	0
s b i a n s a s e	s b i a n s a s e	0.07093708217144012	0
c a m i n a	c a m i n a	0.06849296391010284	0
x o n t a r à	x o n t a r à	0.06927238404750824	0
c a s c a v i	c a s c a v i	0.06910355389118195	0
c a v é	c a v é	0.06553904712200165	0
s a r a	s a r a	0.07173898816108704	0
u s i s a	u s i s a	0.06620495766401291	0
ç e n t r a ł i z a	ç e n t r a ł i z a	0.06615596264600754	0
s p o l i a r è	s p o l i a r è	0.06836221367120743	0
i n v e n t a s i	i n v e n t a s i	0.06928764283657074	0
z o n t é m o	z o n t é m o	0.06786678731441498	0
p o c i a s e	p o c i a s e	0.06931935995817184	0
m ó v é a	m ó v é a	0.061139266937971115	0
s f r u t a s i	s f r u t a s i	0.07109826803207397	0
s p e ł e	s p e ł e	0.07023101300001144	0
c o n v ì n z s é m o	c o n v ì n z s é m o	0.06646551936864853	0
s u j e r i s o	s u j e r i s o	0.06707345694303513	0
b e g a r ò	b e g a r ò	0.06868728995323181	0
o b l i g h i	o b l i g h i	0.06582144647836685	0
s l o n g h e	s l o n g h e	0.06746836006641388	0
s a j a s i	s a j a s i	0.06853721290826797	0
b o j i m o	b o j i m o	0.06738033890724182	0
c o p é	c o p é	0.06668564677238464	0
s a ł u d a r	s a ł u d a r	0.06981153786182404	0
c o n v ì n z s ì	c o n v ì n z s ì	0.06448562443256378	0
s p o l i a	s p o l i a	0.06913749873638153	0
o l e r	o l e r	0.06150747090578079	0
f o n d a r i s i	f o n d a r i s i	0.06898892670869827	0
t a c o n é m o	t a c o n é m o	0.06890489161014557	0
s e n t a r à	s e n t a r à	0.07038655877113342	0
c o n z s a r ì s i m o	c o n z s a r ì s i m o	0.06913734972476959	0
t o c i a	t o c i a	0.07025756686925888	0
v o t e	v o t e	0.06998538970947266	0
c a n t à v i m o	c a n t à v i m o	0.0674838051199913	0
v ì v e	v ì v e	0.061702292412519455	0
r i v a	r i v a	0.0695435032248497	0
a l z s a	a l z s a	0.06866957992315292	0
s g r a f a r ì a	s g r a f a r ì a	0.07035721838474274	0
r e m e	r e m e	0.06933247298002243	0
d e v e n t a r ì a	d e v e n t a r ì a	0.07016351819038391	0
s l i s e g a	s l i s e g a	0.06917890906333923	0
m o d i f e g o n e	m o d i f e g o n e	0.06640737503767014	0
s c o l t a r ì a	s c o l t a r ì a	0.070458322763443	0
t u g à v i m o	t u g à v i m o	0.06716804951429367	0
c a n b i é	c a n b i é	0.06756296008825302	0
m a c i a r ì s i m o	m a c i a r ì s i m o	0.06889068335294724	0
s t r o p a r ì a	s t r o p a r ì a	0.07194558531045914	0
r i c i a m a r ì a	r i c i a m a r ì a	0.06932497024536133	0
v i x i t a r à	v i x i t a r à	0.0681639090180397	0
d o m a n d a r ì s i m o	d o m a n d a r ì s i m o	0.06895069032907486	0
ł e v a r ò	ł e v a r ò	0.0671653151512146	0
b r a z s a	b r a z s a	0.07118551433086395	0
m o r i s a	m o r i s a	0.06710195541381836	0
b u s n a s e	b u s n a s e	0.07128322869539261	0
u s i r ì a	u s i r ì a	0.0677599385380745	0
s a l t a r é m o	s a l t a r é m o	0.06913898140192032	0
n o m i n a v a	n o m i n a v a	0.06907525658607483	0
o b l i g a s i	o b l i g a s i	0.06884178519248962	0
s e r a	s e r a	0.0717373862862587	0
s p a c a r à	s p a c a r à	0.06960662454366684	0
s a v a r i e	s a v a r i e	0.06924740970134735	0
ł i b a r a	ł i b a r a	0.07051445543766022	0
t r e m a v a	t r e m a v a	0.06993553042411804	0
v o t e	v o t e	0.07010005414485931	0
c a p i s a	c a p i s a	0.0667109340429306	0
p a s e	p a s e	0.07017868757247925	0
r o b e	r o b e	0.07161270081996918	0
b e g a v a	b e g a v a	0.07003071159124374	0
r u m o	r u m o	0.06989309936761856	0
b r a z s o	b r a z s o	0.0705394446849823	0
c u r a	c u r a	0.07127372920513153	0
a s u m a r ì a	a s u m a r ì a	0.07003646343946457	0
v a n g h é	v a n g h é	0.06550780683755875	0
i n v e ł e n e	i n v e ł e n e	0.06810186803340912	0
x e r o	x è r i m o	0.9105954170227051	3
n à s ì	n à s ì	0.061280012130737305	0
v a n t a	v a n t a	0.07047851383686066	0
p è r d i	p è r d i	0.06497852504253387	0
m o r i r ì a	m o r i r ì a	0.06847520172595978	0
m a n d e	m a n d e	0.06935954838991165	0
s t r o p a s e	s t r o p a s e	0.07133658230304718	0
s f o n d r a	s f o n d r a	0.0704817920923233	0
x e	x e	0.06377781182527542	0
c a m i n é	c a m i n é	0.06641696393489838	0
d e s m o n t e	d e s m o n t e	0.06946256756782532	0
t a r d i g h é m o	t a r d i g h é m o	0.0673060268163681	0
a l z s é	a l z s é	0.06551534682512283	0
v o x a	v o x a	0.06922314316034317	0
s g r a f é m o	s g r a f é m o	0.0688449963927269	0
o l e đ e	o l é	0.4221917390823364	3
s f r i x a	s f r i x a	0.06973151862621307	0
v ì n s a	v ì n s a	0.06615760922431946	0
a m e t é a	a m e t é a	0.06639944761991501	0
s a ł u d a v i	s a ł u d a v i	0.06948688626289368	0
b o c i a v a	b o c i a v a	0.06986995041370392	0
a n b i r ì a	a n b i r ì a	0.0690961554646492	0
b e g a r	b e g a r	0.07104780524969101	0
i n s ì s t a r i s i	i n s ì s t a r i s i	0.06738904118537903	0
n o m i n a v a	n o m i n a v a	0.06890235841274261	0
p a r l a r à	p a r l a r à	0.06886269152164459	0
s e r v ì	s e r v ì	0.0673457682132721	0
b u s n e	b u s n e	0.07156296819448471	0
s g n a o l a v i	s g n a o l a v i	0.06922484934329987	0
d o m a n d a r é m o	d o m a n d a r é m o	0.06866902858018875	0
d e s c o v è r z a r ì s i m o	d e s c o v è r z a r ì s i m o	0.06718497723340988	0
s p e r a r ì a	s p e r a r ì a	0.0716153085231781	0
g e r a	g e r a	0.06318676471710205	0
a ł e s t i s a	a ł e s t i s a	0.0680050477385521	0
c o n p i ł a v a	c o n p i ł a v a	0.0689389556646347	0
d o m a n d é	d o m a n d é	0.06729026883840561	0
s a c h e g i a r ò	s a c h e g i a r ò	0.06702771782875061	0
s b r e g h é	s b r e g h é	0.06825348734855652	0
s u n a v a	s u n a v a	0.07006733864545822	0
t a j a r è	t a j a r è	0.06724201887845993	0
v è r z a r ì a	v è r z a r ì a	0.06663816422224045	0
s g n a o l é m o	s g n a o l é m o	0.06840728223323822	0
s é m o	s é m o	0.0673949345946312	0
s t u d i i	s t u d i i	0.0687476322054863	0
i n v e ł e n a s i	i n v e ł e n a s i	0.06846033781766891	0
s b r a j a r é m o	s b r a j a r é m o	0.06944350153207779	0
s c o r l a	s c o r l a	0.07002656906843185	0
i n p i z a	i n p i z a	0.06793482601642609	0
f i n i r ì a	f i n i r ì a	0.06695569306612015	0
s t u p a	s t u p a	0.07169479131698608	0
c a s c a r i s i	c a s c a r i s i	0.06955111771821976	0
s u g e r i r ì a	s u g e r i r ì a	0.06903226673603058	0
c i u c i a s i	c i u c i a s i	0.06889234483242035	0
s f r i x e	s f r i x e	0.0693339928984642	0
c o p i é m o	c o p i é m o	0.06815819442272186	0
s p o x a	s p o x a	0.0707859918475151	0
t r i n c h é m o	t r i n c h é m o	0.06742694228887558	0
a b i t é m o	a b i t é m o	0.06902578473091125	0
o c u p a s i	o c u p a s i	0.06972740590572357	0
b o j i r i s i	b o j i r i s i	0.06705960631370544	0
s u g e r i r i s i	s u g e r i r i s i	0.06850698590278625	0
o f e n d é s e	o f e n d é s e	0.06619365513324738	0
m o d i f e g a r è	m o d i f e g a r è	0.06777814030647278	0
g e s t i r ì a	g e s t i r ì a	0.06886531412601471	0
r o s t i s a	r o s t i s a	0.06867669522762299	0
v e s t i s a	v e s t i s a	0.06800396740436554	0
d e s c o v è r z i v i	d e s c o v è r z i v i	0.06517671048641205	0
i n t i v a	i n t i v a	0.06907141953706741	0
c a m i n e	c a m i n e	0.06853148341178894	0
a s p e t a	a s p e t a	0.07068265229463577	0
s t r é n x é a	s t r é n x é a	0.06589828431606293	0
f u s i m o	f ù s i m o	0.9666363000869751	1
c o s t r u ì v i m o	c o s t r u ì v i m o	0.06789201498031616	0
a f i t é m o	a f i t é m o	0.06787329912185669	0
c o p é m o	c o p é m o	0.06827056407928467	0
s t u x é m o	s t u x é m o	0.06978517770767212	0
i n s e g n a r à	i n s e g n a r à	0.06944378465414047	0
r a n c u r i	r a n c u r i	0.06976216286420822	0
t a x a	t a x a	0.06887511163949966	0
a p o s t r o f e	a p o s t r o f e	0.06988709419965744	0
p e x a s i	p e x a s i	0.06970061361789703	0
p a r e c i e	p a r e c i e	0.06946539878845215	0
o b l i g a v a	o b l i g a v a	0.06865310668945312	0
s c u m i n s i a r ì a	s c u m i n s i a r ì a	0.06974120438098907	0
n o m i n e	n o m i n e	0.06883984059095383	0
s a ł u d é	s a ł u d é	0.06790576130151749	0
i n t o s e g a	i n t o s e g a	0.07002032548189163	0
s p r i n g a r i s i	s p r i n g a r i s i	0.06976381689310074	0
g e s t i r à	g e s t i r à	0.06822282820940018	0
u s i s e	u s i s e	0.0675521269440651	0
s p o l i é	s p o l i é	0.06621360778808594	0
a n o v e r é m o	a n o v e r é m o	0.06873145699501038	0
r ì d e	r ì d e	0.06396802514791489	0
i n t r i g a	i n t r i g a	0.0696166604757309	0
t a s t a	t a s t a	0.07192277908325195	0
d o r m i r	d o r m i r	0.06830751895904541	0
s c h i n c a r à	s c h i n c a r à	0.06754478067159653	0
d e v e n t i	d e v e n t i	0.06883358210325241	0
u n ì a	u n ì a	0.06466896831989288	0
